method,class,channel,band,real_frac,method_frac,delta
noise_aug,severe,AE_table,8-20,0.171550,0.165896,-0.005653
noise_aug,severe,AE_table,20-40,0.145076,0.180650,0.035574
noise_aug,severe,AE_table,40-70,0.101338,0.114822,0.013485
noise_aug,severe,AE_table,70-100,0.426352,0.411554,-0.014798
noise_aug,severe,AE_table,100-125,0.031521,0.040439,0.008919
noise_aug,severe,AE_spindle,0-8,0.234738,0.231336,-0.003402
noise_aug,severe,AE_spindle,8-20,0.150976,0.118200,-0.032777
noise_aug,severe,AE_spindle,20-40,0.150509,0.145167,-0.005342
noise_aug,severe,AE_spindle,40-70,0.099786,0.092839,-0.006947
noise_aug,severe,AE_spindle,70-100,0.334079,0.377347,0.043267
noise_aug,severe,AE_spindle,100-125,0.029911,0.035112,0.005201
